height,weight,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards
185.0,76.0,0.875,217,64,51,102,50,25,1,2
187.0,89.0,0.5,61,14,18,29,0,6,0,0
191.0,81.0,1.0,319,179,63,77,9,82,6,1
182.0,82.0,0.25,223,83,44,96,74,8,0,0
185.0,85.0,0.25,215,84,59,72,7,64,4,1
176.0,65.0,0.875,2,0,0,2,0,0,0,0
190.0,82.0,0.5,83,64,11,8,40,14,0,0
176.0,68.0,0.25,250,85,79,86,20,50,0,1
176.0,66.0,0.25,138,72,32,34,9,15,1,1
176.0,65.0,1.0,233,102,56,75,2,31,1,3
177.0,64.0,0.5,415,188,94,133,57,34,0,3
187.0,83.0,1.0,277,103,73,101,27,39,1,0
171.0,70.0,0.25,439,165,114,160,13,70,1,2
189.0,82.0,0.125,219,78,55,86,0,11,0,2
169.0,63.0,0.0,242,116,50,76,36,38,0,1
175.0,73.0,0.25,77,33,22,22,5,12,0,0
168.0,67.0,0.75,160,61,37,62,14,24,0,0
175.0,70.0,0.25,308,116,75,117,13,58,2,0
179.0,75.0,0.0,57,36,11,10,0,11,0,0
198.0,89.0,0.625,331,167,71,93,46,46,0,2
180.0,82.0,1.0,248,109,57,82,66,43,1,1
175.0,66.0,0.5,343,214,64,65,61,27,0,3
186.0,80.0,0.375,192,71,42,79,19,31,1,3
177.0,70.0,0.5,162,58,36,68,7,39,0,1
183.0,78.0,0.875,229,96,57,76,11,8,0,1
184.0,75.0,0.375,135,43,40,52,25,20,1,1
178.0,73.0,0.25,461,209,107,145,113,75,1,2
171.0,65.0,0.5,213,84,59,70,4,22,1,2
185.0,84.0,0.25,132,44,34,54,7,18,0,1
188.0,82.0,0.0,367,237,64,66,26,71,5,4
181.0,70.0,0.25,335,132,86,117,90,41,1,1
193.0,88.0,0.125,300,169,66,65,24,32,1,1
183.0,75.0,0.0,180,69,31,80,37,31,1,0
175.0,67.0,0.0,433,183,103,147,14,25,0,2
188.0,78.0,0.125,106,38,24,44,36,4,0,0
174.0,65.0,0.25,14,6,5,3,0,1,0,0
173.0,66.0,0.0,250,101,66,83,59,43,0,0
185.0,77.0,0.25,228,83,69,76,0,4,0,2
191.0,81.0,0.25,254,89,92,73,56,49,0,0
182.0,76.0,0.75,287,101,84,102,11,25,2,0
180.0,77.0,0.75,239,93,67,79,3,32,0,1
185.0,78.0,0.125,408,116,116,176,0,12,0,4
186.0,84.0,0.0,282,144,71,67,109,32,1,0
183.0,74.0,0.25,168,62,46,60,31,3,0,0
185.0,77.0,0.125,145,71,33,41,10,6,0,0
188.0,84.0,0.0,87,41,21,25,0,1,0,0
188.0,75.0,0.125,206,90,49,67,11,26,1,1
181.0,73.0,0.0,153,75,30,48,22,19,0,1
190.0,87.0,0.25,497,192,125,180,29,67,2,2
180.0,72.0,0.0,156,69,40,47,1,37,2,1
190.0,82.0,0.125,15,3,2,10,0,0,0,0
188.0,80.0,0.25,223,85,52,86,80,16,0,0
169.0,68.0,0.125,204,62,58,84,70,16,0,0
185.0,80.0,0.125,95,56,15,24,3,15,0,0
182.0,78.0,0.25,169,75,52,42,47,26,1,0
178.0,72.0,0.25,56,18,15,23,0,18,1,0
179.0,65.0,0.0,316,176,65,75,38,26,1,0
176.0,67.0,1.0,371,161,97,113,124,20,0,1
188.0,70.0,0.75,127,42,23,62,27,17,1,0
186.0,83.0,0.25,229,125,35,69,11,39,1,2
172.0,76.0,0.125,59,26,14,19,12,4,0,1
194.0,95.0,0.5,330,176,73,81,26,54,5,3
178.0,66.0,0.25,120,44,28,48,2,27,0,0
187.0,86.0,0.25,414,165,103,146,0,11,0,0
187.0,80.0,0.25,214,91,51,72,0,1,0,0
187.0,80.0,0.125,328,132,91,105,24,60,2,1
183.0,70.0,0.0,222,85,52,85,12,17,0,0
175.0,77.0,0.25,200,101,39,60,3,16,1,0
185.0,86.0,0.75,200,86,52,62,68,18,0,3
183.0,75.0,0.0,459,176,123,160,21,64,1,0
177.0,70.0,0.75,229,88,65,76,2,54,3,1
175.0,65.0,0.125,152,39,41,72,2,20,1,0
177.0,67.0,1.0,142,53,45,44,1,38,3,1
182.0,79.0,0.25,96,53,25,18,2,20,0,1
180.0,75.0,0.125,251,84,76,91,17,64,3,3
181.0,82.0,0.0,247,135,52,60,11,18,0,0
180.0,71.0,0.375,403,155,113,135,71,39,0,1
186.0,76.0,0.0,42,19,12,11,3,11,0,0
163.0,63.0,0.0,266,110,72,84,48,31,1,0
174.0,70.0,0.25,91,34,22,35,8,13,1,0
173.0,69.0,0.25,436,219,103,114,18,100,4,2
174.0,71.0,0.375,77,34,22,21,24,7,0,0
173.0,73.0,0.25,158,71,32,55,3,40,3,1
184.0,83.0,0.375,387,192,80,115,1,39,0,2
180.0,70.0,0.25,246,100,74,72,11,32,2,1
190.0,80.0,1.0,54,24,9,21,2,5,0,0
181.0,75.0,1.0,251,105,65,81,5,57,6,1
190.0,74.0,1.0,42,17,8,17,1,8,0,1
183.0,73.0,1.0,230,81,49,100,97,25,0,1
175.0,77.0,0.0,210,72,58,80,0,71,1,1
180.0,74.0,0.375,237,105,54,78,23,52,1,0
175.0,76.0,0.75,582,352,119,111,12,88,2,2
193.0,87.0,0.0,70,45,14,11,0,0,0,0
172.0,68.0,0.0,247,91,62,94,30,54,2,0
182.0,81.0,0.0,282,127,69,86,140,21,0,1
179.0,69.0,0.125,206,94,46,66,41,22,0,0
179.0,71.0,0.25,304,109,81,114,9,77,1,2
187.0,87.0,0.5,315,155,68,92,19,24,1,0
187.0,85.0,0.125,67,34,18,15,0,2,0,0
181.0,73.0,0.0,96,56,19,21,22,8,0,1
191.0,81.0,0.25,404,133,95,176,31,89,5,1
170.0,72.0,0.0,736,449,156,131,150,146,6,3
178.0,72.0,0.0,298,102,72,124,12,49,0,1
188.0,86.0,0.75,198,63,54,81,13,30,3,1
182.0,76.0,0.5,300,195,53,52,2,22,0,0
193.0,86.0,0.25,162,66,42,54,9,25,1,1
185.0,76.0,0.0,294,129,68,97,95,44,3,1
183.0,72.0,0.25,198,71,40,87,30,35,1,1
174.0,72.0,0.25,221,78,57,86,5,43,4,3
189.0,79.0,0.25,43,10,18,15,3,2,0,0
175.0,72.0,0.5,162,57,41,64,23,30,0,0
169.0,64.0,0.125,302,222,46,34,99,23,0,0
178.0,72.0,1.0,475,197,122,156,106,17,1,0
181.0,73.0,0.25,199,75,59,65,1,33,2,0
195.0,89.0,0.875,182,64,46,72,41,14,0,0
188.0,92.0,0.25,647,340,159,148,0,25,0,2
188.0,81.0,0.25,347,235,53,59,17,86,4,3
198.0,85.0,0.0,518,281,112,125,34,25,1,3
190.0,87.0,0.25,152,59,39,54,13,19,0,1
175.0,74.0,0.0,223,100,54,69,12,16,0,0
202.0,80.0,0.0,525,232,134,159,163,31,2,2
190.0,75.0,0.0,106,65,11,30,0,2,0,0
182.0,75.0,0.5,385,155,105,125,103,43,1,2
197.0,87.0,0.25,665,385,140,140,0,9,0,1
180.0,77.0,0.125,187,85,44,58,18,24,0,1
180.0,73.0,0.375,278,100,63,115,12,56,3,0
180.0,83.0,0.25,509,241,131,137,27,25,0,2
180.0,71.0,0.0,160,84,36,40,5,24,0,0
180.0,75.0,0.25,701,392,155,154,12,111,2,1
174.0,71.0,0.25,153,61,37,55,5,34,1,0
174.0,69.0,0.0,119,54,28,37,25,4,0,0
170.0,66.0,0.25,615,397,108,110,20,46,0,0
194.0,88.0,0.0,191,89,33,69,10,28,0,0
190.0,84.0,0.0,274,133,67,74,12,45,1,2
185.0,78.0,0.125,120,44,31,45,3,30,0,0
185.0,82.0,0.0,229,110,46,73,0,17,0,1
168.0,73.0,0.25,422,208,96,118,53,37,1,0
192.0,85.0,0.0,380,268,71,41,29,77,4,4
178.0,68.0,0.0,260,113,57,90,8,50,1,1
184.0,77.0,0.0,59,19,12,28,1,12,0,1
174.0,69.0,0.0,210,81,47,82,53,46,0,0
172.0,66.0,0.0,131,37,41,53,21,14,2,0
170.0,63.0,0.5,69,23,14,32,5,3,1,0
178.0,63.0,0.125,69,21,20,28,12,3,0,0
179.0,73.0,0.25,442,146,111,185,24,144,3,3
178.0,80.0,0.0,655,421,134,100,20,119,2,1
177.0,72.0,0.375,344,192,75,77,210,54,0,2
180.0,78.0,0.125,203,74,56,73,2,46,1,0
183.0,72.0,0.375,162,52,41,69,4,46,2,1
176.0,74.0,0.125,572,319,118,135,185,78,1,4
173.0,80.0,0.25,169,112,26,31,7,33,2,1
172.0,68.0,0.25,340,200,62,78,16,80,2,2
172.0,65.0,0.75,121,45,30,46,23,20,0,1
185.0,79.0,0.0,351,126,77,148,8,38,0,2
170.0,69.0,0.75,89,51,15,23,16,9,0,0
196.0,93.0,0.0,115,54,20,41,0,3,0,2
181.0,68.0,0.625,43,19,12,12,0,2,1,0
180.0,64.0,1.0,362,212,66,84,51,85,7,1
188.0,82.0,0.25,212,76,48,88,14,38,2,2
188.0,83.0,0.375,88,33,19,36,2,14,0,0
192.0,83.0,1.0,57,15,14,28,2,10,1,0
193.0,85.0,0.125,158,65,39,54,30,18,0,1
190.0,92.0,0.25,379,143,89,147,0,31,0,0
191.0,78.0,0.5,106,65,19,22,9,5,0,0
190.0,86.0,0.25,164,44,41,79,0,3,0,1
192.0,70.0,0.0,165,94,26,45,40,7,0,0
190.0,82.0,0.0,392,242,71,79,10,68,1,3
183.0,81.0,0.125,403,212,84,107,59,106,3,3
183.0,74.0,0.25,89,23,25,41,0,12,0,1
196.0,86.0,0.0,20,5,11,4,0,1,0,0
183.0,74.0,0.25,90,37,15,38,6,18,1,0
180.0,74.0,1.0,186,56,62,68,8,28,1,0
171.0,62.0,0.0,131,49,37,45,29,16,0,0
184.0,72.0,0.0,116,58,27,31,0,9,2,0
191.0,87.0,0.0,311,121,93,97,24,71,2,7
180.0,78.0,0.0,254,94,80,80,23,32,2,0
191.0,87.0,0.25,286,123,56,107,0,17,0,0
176.0,73.0,0.125,509,246,122,141,81,75,5,5
182.0,79.0,0.25,427,281,87,59,19,82,3,1
183.0,80.0,0.25,246,102,64,80,21,50,7,4
180.0,77.0,0.375,148,69,34,45,9,8,1,0
188.0,79.0,0.625,187,64,46,77,42,13,0,0
188.0,95.0,0.0,593,224,157,212,16,94,6,6
194.0,90.0,0.0,83,37,13,33,0,6,1,2
185.0,76.0,0.0,139,35,37,67,0,9,0,1
187.0,84.0,0.0,304,113,75,116,67,39,3,0
189.0,82.0,0.25,726,431,146,149,16,51,1,0
171.0,64.0,0.75,412,192,126,94,7,43,0,1
195.0,94.0,0.0,221,88,48,85,52,24,1,0
179.0,70.0,0.0,167,72,44,51,30,25,0,0
194.0,88.0,0.0,112,52,24,36,0,1,0,0
188.0,77.0,0.25,504,197,119,188,0,4,0,2
187.0,80.0,0.0,333,134,87,112,25,69,1,2
184.0,78.0,0.0,318,180,72,66,157,31,0,1
179.0,75.0,0.125,109,34,27,48,17,9,0,0
182.0,78.0,0.125,186,69,46,71,17,16,1,2
183.0,74.0,0.0,169,78,33,58,18,26,3,0
180.0,76.0,0.5,116,37,30,49,38,19,0,0
178.0,76.0,0.25,190,74,45,71,6,37,5,0
181.0,78.0,0.375,148,55,35,58,0,24,0,1
192.0,76.0,0.125,178,87,26,65,0,16,0,0
183.0,71.0,0.25,509,305,110,94,236,72,2,3
186.0,78.0,0.75,354,133,107,114,7,41,0,4
192.0,85.0,0.375,70,30,15,25,0,19,1,0
192.0,81.0,0.0,289,120,75,94,23,46,3,4
180.0,71.0,1.0,217,66,63,88,29,24,2,0
184.0,71.0,0.25,241,104,68,69,8,21,0,0
178.0,70.0,0.125,351,129,104,118,7,59,1,1
190.0,83.0,0.125,262,139,54,69,18,29,2,0
188.0,85.0,0.25,414,206,95,113,0,29,0,3
187.0,88.0,0.75,365,143,87,135,45,64,1,3
193.0,95.0,0.75,211,103,45,63,79,12,1,0
188.0,83.0,0.125,174,74,39,61,0,10,0,1
189.0,80.0,0.125,249,118,60,71,12,27,1,0
186.0,77.0,0.25,168,50,43,75,0,2,0,2
178.0,75.0,0.375,222,106,55,61,45,30,2,1
183.0,78.0,0.0,140,57,32,51,4,20,1,0
191.0,83.0,0.5,533,250,133,150,134,17,0,0
183.0,81.0,0.125,494,171,133,190,26,57,2,4
193.0,85.0,0.0,116,31,31,54,0,5,0,1
174.0,62.0,0.5,232,68,72,92,25,26,0,0
187.0,83.0,0.0,173,59,47,67,7,42,3,0
172.0,69.0,0.25,349,121,88,140,126,29,0,1
171.0,72.0,0.75,81,33,18,30,7,14,0,0
190.0,87.0,0.625,61,19,16,26,0,5,0,0
182.0,68.0,0.0,95,45,24,26,4,11,0,0
178.0,72.0,0.25,111,37,34,40,1,46,1,0
178.0,70.0,0.0,235,75,66,94,6,55,2,0
181.0,73.0,0.5,85,26,23,36,8,11,0,0
172.0,59.0,0.25,213,64,57,92,29,15,1,0
179.0,85.0,0.625,224,88,61,75,4,31,0,0
175.0,71.0,0.125,79,23,22,34,12,8,0,0
183.0,75.0,0.0,16,4,2,10,2,1,0,0
188.0,84.0,0.25,276,102,73,101,16,29,2,1
183.0,76.0,0.0,286,109,77,100,20,59,2,2
184.0,77.0,0.75,454,273,99,82,148,22,0,0
175.0,70.0,0.25,18,6,4,8,0,1,0,0
178.0,70.0,0.25,189,72,48,69,30,42,1,0
190.0,80.0,0.25,230,127,48,55,0,10,0,0
191.0,85.0,0.0,48,11,18,19,0,4,0,0
189.0,85.0,0.25,354,216,68,70,36,50,1,0
177.0,75.0,0.0,444,234,102,108,65,36,0,1
187.0,83.0,0.25,152,68,36,48,8,33,1,2
186.0,77.0,0.0,180,84,37,59,20,44,0,1
187.0,75.0,0.5,198,104,41,53,10,42,0,0
168.0,66.0,0.25,466,255,98,113,76,39,0,0
185.0,79.0,0.0,247,89,58,100,121,17,0,0
174.0,70.0,0.25,417,169,89,159,13,43,0,0
179.0,72.0,0.0,116,55,21,40,5,14,1,4
176.0,70.0,0.125,135,45,40,50,15,15,1,0
175.0,69.0,0.0,465,180,113,172,30,101,3,2
177.0,64.0,0.75,215,86,52,77,47,5,0,0
183.0,82.0,0.125,116,70,23,23,15,25,0,0
191.0,85.0,0.0,188,90,51,47,6,22,1,1
196.0,85.0,0.125,124,77,22,25,7,26,1,0
168.0,69.0,0.0,201,82,48,71,33,19,0,2
183.0,78.0,0.0,268,98,65,105,54,14,0,0
179.0,72.0,0.0,238,103,61,74,11,17,0,0
188.0,80.0,0.0,459,236,107,116,35,89,3,3
190.0,85.0,0.0,182,56,48,78,12,39,1,1
178.0,70.0,0.0,397,166,95,136,42,58,0,0
188.0,73.0,0.0,124,40,28,56,0,3,0,0
190.0,88.0,0.0,152,66,37,49,44,19,1,2
194.0,85.0,0.125,247,95,53,99,18,38,1,1
179.0,67.0,0.0,150,62,39,49,7,21,0,1
177.0,72.0,0.0,208,82,58,68,21,37,0,0
172.0,78.0,0.0,171,59,35,77,22,25,2,1
187.0,84.0,1.0,231,66,67,98,6,17,1,3
186.0,64.0,0.25,256,85,82,89,25,57,1,3
180.0,67.0,0.125,281,88,79,114,27,34,0,2
183.0,76.0,0.125,365,185,92,88,23,37,0,2
180.0,81.0,0.25,339,136,81,122,90,77,4,2
181.0,78.0,1.0,3,0,2,1,0,1,0,0
180.0,83.0,0.0,175,74,41,60,36,13,2,0
186.0,75.0,0.25,292,142,58,92,16,45,0,3
188.0,78.0,0.25,132,51,32,49,5,35,2,4
179.0,75.0,0.125,29,19,3,7,0,0,0,1
176.0,67.0,0.125,89,34,23,32,5,16,1,0
174.0,72.0,0.25,313,111,88,114,73,41,2,2
183.0,75.0,0.0,547,368,81,98,58,151,12,7
185.0,76.0,0.25,174,66,46,62,5,53,3,1
180.0,75.0,0.5,57,16,12,29,1,19,0,0
173.0,69.0,0.125,292,159,47,86,57,14,0,0
168.0,64.0,1.0,460,210,111,139,58,22,1,0
179.0,76.0,0.5,126,52,32,42,31,18,2,2
188.0,84.0,0.0,665,272,180,213,0,20,0,1
172.0,63.0,0.25,193,116,35,42,58,9,0,0
173.0,70.0,0.25,261,119,58,84,89,18,0,0
176.0,72.0,0.75,224,97,78,49,9,51,5,1
175.0,72.0,0.875,473,250,126,97,73,55,3,0
174.0,71.0,0.25,251,119,64,68,61,29,1,0
178.0,72.0,0.25,141,61,37,43,3,30,1,0
170.0,64.0,0.25,479,225,108,146,94,56,3,1
178.0,72.0,0.25,411,143,99,169,41,22,1,0
196.0,96.0,0.25,462,178,109,175,0,25,0,1
190.0,82.0,0.0,244,107,63,74,10,44,1,1
185.0,78.0,0.25,203,74,51,78,0,11,0,0
191.0,83.0,0.0,501,241,100,160,67,40,0,1
184.0,76.0,0.0,180,71,44,65,15,32,6,1
168.0,68.0,0.25,179,69,42,68,12,31,1,0
191.0,88.0,0.0,134,58,33,43,4,19,0,2
178.0,73.0,0.25,237,103,58,76,9,35,2,1
178.0,71.0,0.5,187,71,48,68,25,31,3,0
185.0,82.0,0.25,260,128,60,72,8,62,7,1
179.0,72.0,0.0,317,148,67,102,149,80,0,3
178.0,65.0,0.0,53,23,9,21,12,6,0,0
193.0,88.0,0.25,284,125,74,85,18,49,3,3
189.0,78.0,0.375,161,55,56,50,41,8,0,1
174.0,72.0,0.875,334,139,93,102,56,27,0,0
185.0,74.0,1.0,428,185,103,140,18,76,3,3
186.0,82.0,0.0,205,81,51,73,60,26,0,1
173.0,72.0,0.25,578,234,148,196,70,48,0,0
185.0,72.0,0.0,226,85,56,85,48,37,1,1
180.0,72.0,0.0,144,82,20,42,19,24,3,1
192.0,86.0,0.0,144,65,34,45,12,19,1,0
191.0,80.0,0.0,412,186,82,144,149,42,0,2
189.0,83.0,0.0,237,121,54,62,12,51,0,0
185.0,82.0,0.125,335,117,76,142,83,31,0,0
190.0,82.0,0.25,52,25,14,13,2,10,0,0
171.0,65.0,0.0,199,78,52,69,3,10,0,1
192.0,80.0,0.25,171,85,41,45,4,28,0,0
188.0,82.0,0.0,252,102,55,95,0,5,0,0
178.0,71.0,0.0,241,92,72,77,14,36,1,1
180.0,75.0,0.125,102,36,31,35,17,7,0,0
170.0,68.0,0.25,229,103,50,76,9,49,4,0
189.0,82.0,0.875,302,132,85,85,18,77,2,6
172.0,72.0,0.75,303,101,89,113,41,38,0,5
175.0,68.0,0.25,270,96,62,112,31,19,0,1
181.0,77.0,0.25,290,111,70,109,2,22,0,1
183.0,77.0,0.0,400,159,107,134,16,71,1,1
185.0,82.0,0.875,350,167,86,97,0,10,1,1
191.0,76.0,0.625,186,63,43,80,12,12,0,0
172.0,69.0,0.125,491,206,112,173,9,73,5,1
170.0,60.0,0.0,443,189,115,139,39,21,0,0
188.0,83.0,0.0,765,418,176,171,194,76,4,3
175.0,72.0,0.0,324,165,68,91,76,43,0,0
176.0,66.0,0.5,421,203,109,109,45,64,3,1
180.0,75.0,0.5,266,97,71,98,19,50,0,1
178.0,70.0,0.25,399,187,90,122,57,67,2,2
186.0,87.0,0.125,387,191,79,117,28,47,2,1
182.0,70.0,0.125,481,188,121,172,44,12,0,0
180.0,77.0,0.25,465,234,112,119,52,74,1,0
195.0,86.0,0.125,69,29,18,22,0,1,0,0
179.0,68.0,0.0,293,116,70,107,42,40,2,0
185.0,72.0,0.0,258,131,63,64,8,34,0,0
185.0,79.0,0.25,198,69,50,79,68,33,1,1
189.0,80.0,0.25,265,109,59,97,0,18,0,0
182.0,82.0,0.0,494,206,133,155,20,64,3,5
191.0,85.0,0.875,562,220,145,197,11,51,1,1
184.0,80.0,0.25,286,95,87,104,7,68,1,0
172.0,64.0,0.5,170,60,48,62,20,10,0,0
173.0,72.0,0.0,297,127,67,103,61,50,2,2
169.0,59.0,0.375,151,63,33,55,27,17,2,0
178.0,69.0,0.5,104,45,18,41,23,5,0,0
170.0,67.0,0.25,348,129,89,130,59,40,1,0
180.0,78.0,0.0,162,77,28,57,44,7,0,0
184.0,80.0,0.0,154,67,37,50,18,26,0,1
170.0,68.0,0.5,355,204,75,76,82,13,0,0
181.0,71.0,0.625,194,81,48,65,11,15,0,0
186.0,75.0,0.25,349,210,77,62,37,92,3,9
183.0,79.0,0.25,304,172,78,54,21,28,0,2
172.0,71.0,0.5,164,125,21,18,20,16,1,0
199.0,88.0,0.25,210,130,47,33,0,6,0,1
180.0,75.0,0.875,134,67,25,42,5,12,1,0
183.0,72.0,0.0,275,117,60,98,32,23,0,2
191.0,82.0,0.0,354,151,76,127,25,42,1,2
186.0,74.0,0.125,355,243,59,53,142,17,1,0
195.0,89.0,0.25,511,196,135,180,0,10,0,0
180.0,73.0,0.0,347,193,57,97,27,54,1,3
184.0,83.0,0.25,317,136,75,106,17,56,0,0
183.0,71.0,0.0,390,230,85,75,36,92,0,2
183.0,75.0,0.0,154,82,34,38,19,12,0,1
195.0,88.0,0.25,515,251,129,135,1,18,0,1
188.0,74.0,0.25,180,77,35,68,0,12,0,1
193.0,100.0,0.25,387,163,84,140,0,27,1,3
186.0,79.0,0.0,595,322,125,148,68,46,0,1
182.0,83.0,0.25,177,82,38,57,21,45,2,0
186.0,80.0,0.0,438,200,99,139,0,14,0,0
185.0,77.0,0.0,80,19,30,31,9,28,1,0
181.0,69.0,0.375,101,49,18,34,2,17,0,0
186.0,81.0,0.5,191,64,52,75,16,28,1,1
176.0,75.0,0.25,207,105,48,54,33,64,1,2
187.0,87.0,0.875,365,146,85,134,15,71,1,1
186.0,81.0,0.25,218,74,57,87,2,53,1,1
179.0,72.0,0.125,167,75,37,55,20,19,0,0
175.0,67.0,0.125,148,72,22,54,52,14,1,0
176.0,66.0,0.0,257,97,61,99,43,51,0,0
184.0,77.0,0.75,448,157,122,169,99,44,2,2
180.0,77.0,0.25,156,63,32,61,41,29,0,1
188.0,80.0,0.5,369,162,93,114,21,49,1,4
186.0,81.0,0.25,94,44,21,29,0,2,0,0
194.0,91.0,0.375,276,105,63,108,0,7,0,0
181.0,72.0,0.125,110,42,30,38,3,18,2,0
194.0,80.0,0.125,197,83,46,68,58,26,1,0
175.0,75.0,0.25,177,61,44,72,0,43,2,2
178.0,67.0,0.0,500,255,110,135,71,62,3,0
183.0,81.0,0.5,112,34,27,51,32,9,0,0
184.0,78.0,0.25,189,67,55,67,0,24,1,1
182.0,78.0,0.0,318,206,59,53,45,40,0,0
175.0,69.0,0.25,88,34,20,34,5,13,0,0
182.0,82.0,0.0,214,65,64,85,0,21,0,5
172.0,70.0,0.0,318,140,71,107,0,47,1,2
177.0,74.0,0.125,185,92,42,51,11,22,1,0
182.0,79.0,0.125,212,88,48,76,28,32,0,0
191.0,84.0,0.0,225,76,62,87,55,21,0,1
178.0,68.0,0.125,380,168,94,118,40,44,2,0
179.0,71.0,0.125,219,75,53,91,22,37,1,0
180.0,70.0,0.875,61,23,18,20,0,9,0,1
191.0,83.0,0.25,199,91,53,55,49,15,3,0
179.0,75.0,0.25,156,47,47,62,25,21,1,1
170.0,69.0,0.125,92,44,24,24,16,11,0,0
185.0,80.0,0.25,188,80,43,65,7,25,2,0
184.0,76.0,0.25,216,67,54,95,10,45,2,0
180.0,72.0,0.125,586,264,136,186,50,37,0,0
174.0,73.0,0.125,96,50,28,18,2,22,3,0
188.0,80.0,0.25,312,125,65,122,127,47,0,4
178.0,74.0,0.25,146,58,31,57,6,13,0,1
176.0,72.0,0.25,278,92,67,119,37,35,0,0
178.0,69.0,0.125,30,9,9,12,1,3,1,1
185.0,77.0,0.75,200,86,57,57,30,16,1,0
177.0,76.0,1.0,213,85,59,69,53,45,0,2
176.0,71.0,0.125,131,47,46,38,13,19,0,0
184.0,80.0,0.25,141,70,30,41,5,43,2,1
174.0,73.0,0.25,165,49,42,74,10,56,4,2
183.0,78.0,0.25,542,364,111,67,0,32,1,2
180.0,77.0,0.125,282,98,74,110,60,48,1,2
173.0,73.0,0.125,222,104,57,61,32,27,2,1
178.0,70.0,0.25,64,31,13,20,15,4,1,0
190.0,85.0,0.5,445,242,92,111,25,72,3,5
178.0,65.0,0.125,120,47,38,35,0,21,1,2
187.0,80.0,0.0,102,47,24,31,0,2,0,0
166.0,63.0,1.0,218,115,43,60,7,22,1,1
171.0,72.0,1.0,144,49,41,54,11,64,4,3
178.0,78.0,0.0,607,370,115,122,271,108,2,3
185.0,75.0,0.25,428,257,83,88,7,44,1,3
179.0,68.0,0.75,3,0,0,3,0,0,0,0
181.0,72.0,1.0,655,344,174,137,41,71,0,3
184.0,78.0,0.0,321,165,69,87,10,37,0,0
178.0,71.0,0.75,256,103,64,89,4,56,1,3
190.0,87.0,0.375,192,82,40,70,10,38,1,1
195.0,75.0,0.125,203,105,47,51,0,11,0,2
186.0,87.0,0.125,181,70,44,67,0,3,0,0
183.0,77.0,0.25,673,427,125,121,50,163,3,1
186.0,76.0,0.25,329,121,85,123,47,36,1,1
170.0,68.0,0.0,816,527,167,122,96,59,2,0
169.0,72.0,0.25,224,150,39,35,47,23,0,1
188.0,85.0,0.25,166,68,28,70,46,26,0,0
175.0,65.0,0.625,149,59,30,60,19,20,2,0
169.0,56.0,0.5,203,91,52,60,4,29,1,1
171.0,62.0,0.75,167,73,46,48,29,10,0,0
186.0,77.0,0.0,49,20,12,17,3,8,0,0
181.0,70.0,0.625,54,16,15,23,0,2,1,2
191.0,90.0,1.0,448,255,83,110,79,82,0,1
175.0,70.0,0.5,269,121,67,81,59,18,0,1
185.0,79.0,0.125,341,178,73,90,51,31,0,2
175.0,69.0,0.0,372,178,106,88,56,86,1,1
164.0,55.0,0.5,67,25,22,20,14,4,0,0
178.0,70.0,0.25,456,201,105,150,88,31,1,0
174.0,75.0,0.25,173,77,42,54,37,32,2,3
190.0,87.0,0.5,252,110,61,81,18,25,4,2
180.0,75.0,0.625,159,52,47,60,57,15,0,0
179.0,70.0,0.125,131,59,32,40,24,4,0,0
174.0,72.0,0.125,297,144,67,86,19,26,1,0
186.0,71.0,0.0,339,156,77,106,38,42,1,1
183.0,76.0,0.25,169,77,31,61,3,28,1,1
175.0,67.0,0.25,127,53,22,52,7,8,0,0
187.0,88.0,0.0,111,50,27,34,0,10,0,1
192.0,84.0,0.25,607,377,135,95,330,94,4,6
172.0,69.0,0.125,361,131,90,140,48,53,1,0
181.0,76.0,0.25,392,150,96,146,71,44,1,1
175.0,67.0,0.0,142,48,37,57,27,12,0,0
182.0,76.0,0.875,395,148,117,130,7,46,2,6
185.0,84.0,0.0,47,14,15,18,0,2,0,2
186.0,78.0,0.0,160,68,39,53,12,22,0,0
